"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000026691.10_Fmo3",82.7704714154084,-3.44769463421858,0.677549500444313,-5.08847638727164,3.60951713797923e-07,0.000304349973177987
"ENSMUSG00000023232.17_Serinc2",43.2091748926311,0.709329661698595,0.140660313011463,5.0428557033055,4.58635110040413e-07,0.000343747014975289
"ENSMUSG00000090523.2_Gypc",67.4669814930105,-0.672640181409491,0.133223917675122,-5.04894461255661,4.44257505568043e-07,0.000343747014975289
"ENSMUSG00000036180.15_Gatad2a",373.779588530868,0.274245745315841,0.0548028510651046,5.00422405013278,5.60874930849446e-07,0.000398250720636309
"ENSMUSG00000021928.8_Ebpl",331.782302736974,-0.495101907289545,0.0996402053419291,-4.96889689850131,6.7334858413174e-07,0.000432578368977205
"ENSMUSG00000040583.8_Cyp2b13",36.9386458646215,-4.96841658635682,0.998307000010684,-4.97684238045376,6.46299075040211e-07,0.000432578368977205
"ENSMUSG00000022236.9_Ropn1l",57.6477518358018,-0.612995657875035,0.123699429358785,-4.95552534924853,7.21351167613193e-07,0.000442352209194072
"ENSMUSG00000058571.10_Gpc6",41.2586831547001,-1.01783561232761,0.206301991471037,-4.933716853967,8.0679374271604e-07,0.000473237147086178
"ENSMUSG00000059479.7_B3gnt8",6.59727507041287,1.33838180426025,0.272919539279883,4.9039427803215,9.39318621797447e-07,0.00052801448027789
"ENSMUSG00000038060.15_Dlec1",17.5353890517707,1.49885936255341,0.3064432795906,4.89114776658129,1.00249665627518e-06,0.000540987295592337
"ENSMUSG00000038776.13_Ephx1",2715.308736635,0.742384383928529,0.152088898159549,4.88125295739687,1.05413920016908e-06,0.000546976613441581
"ENSMUSG00000053303.14_Slc22a26",154.219085023039,-2.13381929532683,0.440640224663429,-4.84254313585803,1.28187795521951e-06,0.000617636267638087
"ENSMUSG00000094814.1_Gm21973",134.986288651956,-0.485054822661167,0.10012946761406,-4.84427645746371,1.27073895639302e-06,0.000617636267638087
"ENSMUSG00000030428.16_Ttyh1",6.3482993603377,1.23460071371574,0.257778918774504,4.78937812131846,1.67298973282338e-06,0.000752343482850673
"ENSMUSG00000090625.1_Gm20721",26.2043450257528,1.43045302636615,0.298364620766208,4.79431181449299,1.63234211584674e-06,0.000752343482850673
"ENSMUSG00000035226.5_Rims4",6.12548664197828,-2.60568402221384,0.553956560797439,-4.7037695852232,2.55401473576445e-06,0.00107675665000619
"ENSMUSG00000049723.14_Mmp12",15.5836723290225,1.47285344415549,0.313026127907841,4.70520928715932,2.53605653808121e-06,0.00107675665000619
"ENSMUSG00000091572.8_Vmn2r3",3.96909832824294,3.43768189308697,0.732882358716883,4.69063261272328,2.72361633725002e-06,0.00111346387896485
"ENSMUSG00000033318.7_Gstt2",326.882768656461,-0.711609556315185,0.151989404929549,-4.68196817169614,2.84133605206271e-06,0.001127425431717
"ENSMUSG00000025728.15_Pigq",229.160321175503,0.292113367135532,0.0627675122190459,4.65389429672018,3.25723828819308e-06,0.00120920809538408
"ENSMUSG00000042041.6_2010003K11Rik",117.303966090666,0.877508519702039,0.188635357979438,4.65187719365789,3.28926954436902e-06,0.00120920809538408
"ENSMUSG00000048376.6_F2r",187.549967348166,0.664957560903093,0.14299586553025,4.65018732141192,3.31633678224082e-06,0.00120920809538408
"ENSMUSG00000018965.11_Ywhah",153.275098225326,0.393177905263515,0.0852418231831205,4.61249995109645,3.97854638536458e-06,0.00138680727272257
"ENSMUSG00000031400.10_G6pdx",125.690374796104,-0.890881723202006,0.193432365295673,-4.60564974139793,4.11179978570178e-06,0.00138680727272257
"ENSMUSG00000040722.7_Scamp5",39.577096428312,0.695964575623198,0.151076859917108,4.6066920904039,4.09125120869551e-06,0.00138680727272257
"ENSMUSG00000027075.16_Slc43a1",50.3873298675353,-1.18178683992551,0.256934944037436,-4.59955668682155,4.233909725224e-06,0.00139316283178041
"ENSMUSG00000025203.5_Scd2",145.747715270458,1.2892944937171,0.282420716004513,4.56515553092959,4.99124152222421e-06,0.00160325808038873
"ENSMUSG00000022947.7_Cbr3",16.9431083356441,2.30912004047863,0.510349976284441,4.52458145935457,6.05151421567517e-06,0.00180683644021595
"ENSMUSG00000051748.2_Wfdc21",1640.78680648771,-0.761628157321459,0.168370152236757,-4.52353429157966,6.08154609396034e-06,0.00180683644021595
"ENSMUSG00000060675.13_Pla2g16",30.4765421342562,-0.718650631933847,0.158965485426643,-4.52079663711327,6.16073502705017e-06,0.00180683644021595
"ENSMUSG00000068220.5_Lgals1",119.795004387282,0.650150147809341,0.143783697034631,4.52172368090347,6.13380966383391e-06,0.00180683644021595
"ENSMUSG00000040957.14_Cables1",5.74818897152752,-1.15303893865631,0.25583087183202,-4.50703595855858,6.57394961494307e-06,0.00188700328202547
"ENSMUSG00000031740.8_Mmp2",19.0159341472807,0.960261519577069,0.214287503523395,4.48118300781935,7.42304239882387e-06,0.00208633885421944
"ENSMUSG00000028555.15_Ttc39a",16.7450728587301,1.9709114634567,0.440898418298959,4.47021667952614,7.8140392620045e-06,0.00215141232007556
"ENSMUSG00000038768.8_9130409I23Rik",40.675529075519,1.00902252407766,0.228035053672079,4.42485709029924,9.65061478431641e-06,0.00255287145206299
"ENSMUSG00000049313.8_Sorl1",45.4363035213793,-0.616726321252218,0.139359541661573,-4.4254330482078,9.62490055975107e-06,0.00255287145206299
"ENSMUSG00000031762.7_Mt2",22.5488865739752,-1.82356827928333,0.413609573824174,-4.40891215941372,1.03891149583155e-05,0.00269537595966606
"ENSMUSG00000023861.17_Mpc1",370.93076374991,-0.33321476207555,0.0756815532922748,-4.40285310726522,1.0683650551778e-05,0.00271949301120825
"ENSMUSG00000092008.1_Cyp2c69",40.9656433170543,-2.06241349880684,0.470244542094709,-4.38583186871197,1.15543346038804e-05,0.00288665792853612
"ENSMUSG00000006390.15_Elovl1",249.182431609387,0.346457677249548,0.0792656095691368,4.37084479805031,1.23766745251453e-05,0.00303588574579518
"ENSMUSG00000019122.8_Ccl9",354.673450467035,-0.391457532393497,0.0899718941790235,-4.35088686267498,1.3558800343446e-05,0.00326646027559696
"ENSMUSG00000021477.9_Ctsl",3589.83640287489,-0.344016053247295,0.0792265787308272,-4.34217984366195,1.4107597618952e-05,0.003314974957507
"ENSMUSG00000036446.5_Lum",71.498269408497,0.644357254017083,0.148471177546066,4.33994843084718,1.42516157093919e-05,0.003314974957507
"ENSMUSG00000061825.10_Ces2c",75.8060287971872,0.93213772690064,0.215660046683993,4.32225505481089,1.544425021884e-05,0.00353149796105713
"ENSMUSG00000025582.4_Nptx1",2.00493668702554,2.07497553072692,0.480506931911723,4.31830509181525,1.57231986537935e-05,0.00353536121730547
"ENSMUSG00000005268.20_Prlr",1352.52465599234,-0.498148849600945,0.115910424577995,-4.29770533077244,1.72575372242604e-05,0.00363783491707026
"ENSMUSG00000020287.15_Mpg",45.5978030946698,-0.403858068671611,0.0938076744218499,-4.30517088458536,1.66856884537595e-05,0.00363783491707026
"ENSMUSG00000027533.10_Fabp5",510.234568708538,-1.29732539650559,0.301853687217536,-4.29786168412994,1.72453716404806e-05,0.00363783491707026
"ENSMUSG00000071723.7_Gspt2",4.66421189606527,-1.29845280491692,0.30189185243782,-4.30105282547947,1.6998852676343e-05,0.00363783491707026
"ENSMUSG00000063929.6_Cyp4a32",86.1437187145953,-0.850694655066901,0.19814164584836,-4.29336625031342,1.75984346002255e-05,0.00365262278756372
"ENSMUSG00000017778.14_Cox7c",270.556506669855,-0.490037376494627,0.115238798141544,-4.25236451956683,2.11525185390586e-05,0.00432376708500665
"ENSMUSG00000020263.14_Appl2",150.262913403832,-0.29515424577353,0.0697215868354222,-4.23332656599227,2.302597679723e-05,0.00463646944733478
"ENSMUSG00000032026.7_Rexo2",410.258644137593,0.336300452217491,0.0796581242371863,4.22179727978704,2.42362037305249e-05,0.004808391537184
"ENSMUSG00000078719.2_Msmp",3.86438085856143,1.36533486982312,0.323705059230872,4.21783605442304,2.46658048952812e-05,0.00482270107017737
"ENSMUSG00000063229.15_Ldha",3272.35737095115,0.28894248023569,0.068645193909392,4.20921646192855,2.56257797726405e-05,0.00493881992732418
"ENSMUSG00000037020.16_Wdr62",17.8358600250514,0.68097154144671,0.16203533578248,4.20261135114913,2.63853382845489e-05,0.00496802226278168
"ENSMUSG00000037710.8_Cisd1",462.973461379749,-0.338244775119955,0.0805054842950204,-4.20151220854002,2.65137945979009e-05,0.00496802226278168
"ENSMUSG00000033676.13_Gabrb3",16.262032256179,0.912576991242115,0.218185503312688,4.18257389875382,2.88227285923752e-05,0.00532667714301006
"ENSMUSG00000060803.5_Gstp1",882.001425208444,0.619295123935241,0.148176783251431,4.17943425647459,2.92235184705726e-05,0.00532776334711479
"ENSMUSG00000039001.12_Rps21",416.007208190002,-0.491724646735365,0.118030923051255,-4.16606626487054,3.09900656910126e-05,0.00557449301649934
"ENSMUSG00000042808.8_Gpx2",4.60083872417675,2.97907683849213,0.716211001180645,4.15949606133003,3.18950520594999e-05,0.00566179141229885
"ENSMUSG00000028437.14_Ubap1",341.914918214072,0.264190685357553,0.0636543752985854,4.15039318378833,3.31904633527367e-05,0.00569523047038041
"ENSMUSG00000030827.5_Fgf21",39.747163507282,1.31110882719453,0.316103105460109,4.14772523441718,3.35795056245097e-05,0.00569523047038041
"ENSMUSG00000038383.16_Pigu",132.346798918381,0.289803444440628,0.0698932271980482,4.14637377695333,3.37782251179567e-05,0.00569523047038041
"ENSMUSG00000039703.15_Nploc4",510.995118161842,0.301079280137137,0.0725444211102655,4.15027476309315,3.32076403545935e-05,0.00569523047038041
"ENSMUSG00000062545.4_Tlr12",40.4284661398407,0.622786246600882,0.150301880557065,4.14356922410182,3.41941789415768e-05,0.00569523047038041
"ENSMUSG00000021236.16_Entpd5",1969.7346797975,0.412172786232284,0.0996766454191886,4.13509889401773,3.5480181236242e-05,0.00583735518363586
"ENSMUSG00000010025.19_Aldh3a2",2727.62787879122,0.409612460245742,0.0993889675935567,4.12130712455752,3.76728798285316e-05,0.00612343158755085
"ENSMUSG00000000340.10_Dbt",596.434079114276,-0.318154616370396,0.0777079470554721,-4.0942352542563,4.2356408042806e-05,0.0067227094224176
"ENSMUSG00000023073.2_Slc10a2",216.041678704531,0.970501280262735,0.236981494280057,4.09526188199247,4.2169144607972e-05,0.0067227094224176
"ENSMUSG00000030108.14_Slc6a13",1210.56340281026,0.332363475918474,0.0813397995525227,4.08611132246349,4.38663370949173e-05,0.00680230751433941
"ENSMUSG00000078653.4_Cntd1",3.11192177108913,1.45883010755912,0.356967731882238,4.08672823133598,4.37499091949209e-05,0.00680230751433941
"ENSMUSG00000014195.15_Dnajc7",419.623721237422,-0.240101421156063,0.0591283518803107,-4.06068177990287,4.89296240390489e-05,0.00733080430179468
"ENSMUSG00000024735.13_Prpf19",473.988611990007,0.286504991263081,0.0705122853209859,4.0631925338805,4.8406070319774e-05,0.00733080430179468
"ENSMUSG00000028542.17_Slc6a9",259.727758208677,0.451684015932332,0.11129431091008,4.05846455437662,4.93964291633527e-05,0.00733080430179468
"ENSMUSG00000059291.15_Rpl11",867.909491985862,-0.354186962581514,0.0872764161496673,-4.05822074515676,4.94480165638808e-05,0.00733080430179468
"ENSMUSG00000078496.9_Zfp982",23.898789455692,0.761179701648544,0.187825288635745,4.05259434007697,5.06527879654607e-05,0.00742779089610902
"ENSMUSG00000029775.14_Klhdc10",440.938093316017,0.205608940851859,0.0508520546393326,4.0432769592131,5.27092964483722e-05,0.00764624858478483
"ENSMUSG00000025912.16_Mybl1",12.7026202200012,1.33951813287546,0.331674740383865,4.03864982701173,5.37597503001863e-05,0.0077156679925512
"ENSMUSG00000063455.16_D630045J12Rik",35.5478753920706,0.817208560518772,0.202681284087103,4.03198827262004,5.5306947628018e-05,0.00785416874157464
"ENSMUSG00000062991.7_Nrg1",9.42302370672514,1.54822869848491,0.384278504095349,4.02892350726118,5.60328451442025e-05,0.0078743657691712
"ENSMUSG00000033854.10_Kcnk10",7.21535159905147,-1.12903180456666,0.280451084729625,-4.02577086002407,5.67889691050039e-05,0.00789835033191348
"ENSMUSG00000002741.9_Ykt6",269.622373613903,0.221433539392188,0.0550793635247887,4.02026322058951,5.81331518202877e-05,0.00800279950211736
"ENSMUSG00000043702.9_Pde12",90.295024338786,0.365483107830199,0.0910420585165039,4.01444248719338,5.95864703588422e-05,0.00812001082435495
"ENSMUSG00000039105.6_Atp6v1g1",213.626926813343,-0.320803687623598,0.0800881465877853,-4.00563255976916,6.1851734627665e-05,0.00834441751861828
"ENSMUSG00000030762.11_Aqp8",835.864206291735,-0.859167067769236,0.214840095808326,-3.9991001890809,6.3583761378777e-05,0.00849315371050575
"ENSMUSG00000024180.13_Tmem8",130.054155589702,0.346473069728656,0.0867565797020304,3.99362297267405,6.50713057898928e-05,0.00854198703096693
"ENSMUSG00000029999.14_Tgfa",165.25813341873,0.342906496585892,0.0858748070264056,3.99309772516231,6.52156744636864e-05,0.00854198703096693
"ENSMUSG00000039452.6_Snx22",8.43172449287426,1.16792264494567,0.292776186652231,3.98913128250066,6.63157137118712e-05,0.00860255090083514
"ENSMUSG00000070394.10_Tmem256",207.062611522982,-0.393778308735649,0.0988394045370056,-3.98402145966205,6.77587497896322e-05,0.00870603136582788
"ENSMUSG00000003812.13_Dnase2a",111.505621026628,0.31926974236209,0.0802283902976888,3.97951075894,6.9057234993181e-05,0.00878916186125476
"ENSMUSG00000002835.8_Chaf1a",14.6391324732135,1.04167534324743,0.262564053311592,3.96731894602206,7.26856915631598e-05,0.00915407765088625
"ENSMUSG00000022285.16_Ywhaz",674.455880924252,0.227509328800117,0.0574374394273756,3.96099357959336,7.46385398856636e-05,0.00915407765088625
"ENSMUSG00000025004.15_Cyp2c40",88.4122671608279,-1.11665237254515,0.281768123862144,-3.96301880155713,7.40079507639415e-05,0.00915407765088625
"ENSMUSG00000027692.16_Tnik",19.4639055533919,-0.577817875039344,0.145872472401511,-3.96111662143431,7.46000840810887e-05,0.00915407765088625
"ENSMUSG00000029816.10_Gpnmb",15.1395489203538,1.26170859920888,0.318953035909727,3.9557817520382,7.62847811119871e-05,0.00927169353136774
"ENSMUSG00000066551.12_Hmgb1",560.241070834997,-0.281990598193011,0.0714717344721695,-3.94548418721832,7.96388878182823e-05,0.00959293067461113
"ENSMUSG00000014867.9_Surf4",1309.23079116378,0.205230154640326,0.0520526746163344,3.94273985252478,8.05560209428598e-05,0.00961753343840816
"ENSMUSG00000018659.12_Pnpo",714.821722596768,0.229477049159182,0.0583643034535345,3.93180481185516,8.43105086376533e-05,0.00983200214704603
"ENSMUSG00000031150.12_Ccdc120",11.9867003937802,1.29199089616266,0.328482629291402,3.93320918962968,8.38192311686676e-05,0.00983200214704603
"ENSMUSG00000075015.3_Gm10801",69.2138035599638,-2.13538465221054,0.54319523332734,-3.93115499031582,8.45387479843851e-05,0.00983200214704603
"ENSMUSG00000037706.17_Cd81",1230.7351177421,0.190124978168394,0.0484219650965055,3.92642012337733,8.62195065217349e-05,0.00994177232892928
"ENSMUSG00000090733.6_Rps27",701.325708224444,-0.366491590767673,0.0938712889179049,-3.90419259171127,9.45404748982358e-05,0.0108088605665432
"ENSMUSG00000025155.15_Dus1l",278.921331834786,0.292344124613587,0.0749717996852591,3.8993878477092,9.64361933797264e-05,0.0109329469318142
"ENSMUSG00000021094.10_Dhrs7",264.333259570429,-0.416561745287115,0.106887557769377,-3.8971958381339,9.73129251870085e-05,0.0109404056141494
"ENSMUSG00000027346.15_Gpcpd1",481.152045735754,-1.43929263586501,0.369527175488086,-3.89495747901068,9.82159577050049e-05,0.0109506734330432
"ENSMUSG00000079659.5_Tmem243",760.502789652181,0.269360211534646,0.0694572610974567,3.87807131002044,0.000105287858613593,0.0116429385291474
"ENSMUSG00000030887.4_Pdzd9",3.98043256154659,1.4754760786783,0.381675842732788,3.86578324715007,0.000110733251021713,0.0121455470693815
"ENSMUSG00000064358.1_mt-Co3",41.1413565164501,-4.49453404213635,1.16367630919383,-3.86235760462466,0.000112298022296021,0.0122178436999646
"ENSMUSG00000069668.4_Sult3a1",6.79392268034515,-3.42195394951706,0.888233926157275,-3.85253686978756,0.000116900367772615,0.0126168228929628
"ENSMUSG00000025856.15_Pdgfa",64.4792382353858,0.626259909297865,0.162654887524337,3.85023726510622,0.000118003455236168,0.0126347985285012
"ENSMUSG00000027737.10_Slc7a11",2.96797269258306,3.39220197783782,0.882588024679046,3.84347156655723,0.00012130605944213,0.0128861421097148
"ENSMUSG00000020946.13_Gosr2",282.051640446265,0.261177439300872,0.0681748593719726,3.83099344401794,0.000127626906498285,0.0134516765278778
"ENSMUSG00000055862.7_Izumo4",53.2088656042545,-0.592658430527415,0.154945470435656,-3.82494840837266,0.000130799474609585,0.0136791915655652
"ENSMUSG00000030711.15_Sult1a1",2719.69915409447,-0.436899663862087,0.114302266051121,-3.82231848025381,0.000132202790610212,0.0137195988317105
"ENSMUSG00000034566.10_Atp5h",1127.38098302353,-0.393882412401628,0.10318983582124,-3.81706598587838,0.000135048061427475,0.0139078885245653
"ENSMUSG00000026249.10_Serpine2",146.506704371913,-0.517107479347275,0.136023302053667,-3.80160951498777,0.000143759170437598,0.0146248096149492
"ENSMUSG00000028051.10_Hcn3",45.9199161817586,1.26363899284095,0.332621200424662,3.7990332282718,0.00014526161799742,0.0146248096149492
"ENSMUSG00000054477.15_Kcnn2",225.96679210804,-0.371330612122591,0.0977057814931565,-3.80049784616481,0.000144405673339517,0.0146248096149492
"ENSMUSG00000056978.8_Hamp2",1562.9440103127,-1.28412577274874,0.338650430329705,-3.79189174954991,0.000149504083215796,0.0149404413826985
"ENSMUSG00000015711.8_Prune1",120.630103956403,0.43800163380117,0.115596333761988,3.78906163843407,0.000151217393911566,0.0150005430975068
"ENSMUSG00000054083.8_Capn12",1.68279195762787,1.75879643877947,0.464919297929583,3.78301448576535,0.000154940393435816,0.0152576704222087
"ENSMUSG00000020935.8_Dcakd",120.696394197051,0.306686771912367,0.0812184739404517,3.7760715885554,0.000159321218058924,0.01557538081763
"ENSMUSG00000026659.13_Dusp12",76.1613060638394,-0.329048316259723,0.0874303486802878,-3.76354802681818,0.000167519536596134,0.0162590364620032
"ENSMUSG00000049303.10_Syt12",5.43047131247119,1.37605985694851,0.366011645343787,3.75960676239142,0.000170180642478354,0.0163993360548248
"ENSMUSG00000030805.14_Stx4a",139.540011514026,-0.371633114943364,0.0989483707134337,-3.75582854233809,0.000172768948888526,0.0164142668271486
"ENSMUSG00000039196.2_Orm1",3529.9458810365,-0.455206543036998,0.121150746627559,-3.75735648114815,0.000171717792168077,0.0164142668271486
"ENSMUSG00000021485.13_Mxd3",2.35871736227161,1.90247340796496,0.507925586744101,3.74557505590568,0.000179981025761481,0.0168619723510287
"ENSMUSG00000068011.4_Mkrn2os",148.198226054606,0.36504271204067,0.0974470299662506,3.74606298588164,0.000179631507472036,0.0168619723510287
"ENSMUSG00000026723.10_Trdmt1",15.4034532951019,-0.571409939796893,0.152818879859757,-3.73913184235665,0.000184656867358697,0.0170630534077821
"ENSMUSG00000051853.9_Arf3",248.336373409548,0.226869459917169,0.0606569805124808,3.74020365010567,0.000183871219159337,0.0170630534077821
"ENSMUSG00000031111.16_Igsf1",2.99411365445646,1.60921056313272,0.431238866659416,3.73159909170164,0.000190268138237926,0.0174619554623664
"ENSMUSG00000028779.16_Pef1",156.961052096148,0.278504350279287,0.0746971209269817,3.72844825641315,0.000192662456529161,0.017562224331317
"ENSMUSG00000016526.8_Dyrk3",9.76465536691097,0.991971605785007,0.266809485756721,3.71790231884594,0.000200883911015422,0.0178635188341777
"ENSMUSG00000028436.8_Dcaf12",132.546292578623,0.293404102692204,0.0788748178613858,3.71987043073534,0.000199325007477047,0.0178635188341777
"ENSMUSG00000045639.14_Zfp629",92.1340427960972,-0.395164804611493,0.106224911683985,-3.72007656534554,0.000199162391420825,0.0178635188341777
"ENSMUSG00000059796.16_Eif4a1",1123.60787823498,0.26057114199934,0.0700945364852265,3.71742442514417,0.000201264165947299,0.0178635188341777
"ENSMUSG00000003644.17_Rps6ka1",125.829349619357,0.256408932910924,0.0690066088770672,3.71571559714965,0.000202629401409604,0.0178671454537057
"ENSMUSG00000056035.8_Cyp3a11",12350.8548717549,0.913147553148322,0.246695929760472,3.70151041419669,0.000214319858038159,0.0187291231479811
"ENSMUSG00000070939.9_Tgfbrap1",388.598435365784,0.173277917018372,0.0468256380182801,3.70049238732692,0.000215181534944561,0.0187291231479811
"ENSMUSG00000022010.19_Tsc22d1",241.645651606388,0.54589807038875,0.147798363314507,3.69353258146106,0.00022116015881719,0.0191261006577097
"ENSMUSG00000027634.14_Ndrg3",160.112951900531,0.267930281345268,0.0726513558168298,3.68789100124683,0.000226120468161755,0.0193799301914596
"ENSMUSG00000034993.7_Vat1",210.402121530824,0.265663389329558,0.0720552829273493,3.68693839697245,0.000226968272941265,0.0193799301914596
"ENSMUSG00000029369.17_Afm",1839.72715544144,-0.270958427966328,0.0736752525252202,-3.67774006439373,0.000235309574985269,0.019965795447335
"ENSMUSG00000002265.16_Peg3",91.039780518843,0.554038551883982,0.150921421312639,3.67103985017654,0.000241565668990327,0.0203685152521781
"ENSMUSG00000028521.17_Slc35d1",1046.95406828912,0.323883148877985,0.0883804872086797,3.66464543370584,0.000247681468476962,0.0207544763429981
"ENSMUSG00000023905.14_Tnfrsf12a",21.3828105964697,0.651746504956697,0.178065911456593,3.66014190827071,0.000252075605843336,0.02099229628662
"ENSMUSG00000003810.12_Mast2",174.037187947187,0.304907645070851,0.0834257417721362,3.65483888538452,0.000257343535557379,0.0211696441353939
"ENSMUSG00000032261.16_Sh3bgrl2",304.024700066819,0.346508830547818,0.0948006512070898,3.65513133228249,0.000257050354898487,0.0211696441353939
"ENSMUSG00000028920.9_Fbxo42",91.4057556172308,0.310357143365882,0.0849878157408712,3.65178397233039,0.000260424915904717,0.0212767268907208
"ENSMUSG00000031790.8_Mmp15",205.628174546317,0.383193467547785,0.104972083511976,3.65043214088503,0.000261799471044374,0.0212767268907208
"ENSMUSG00000014313.14_Cox6c",1296.21401143211,-0.461906814627313,0.12668857158944,-3.64600223076331,0.000266351663472522,0.0213889898327845
"ENSMUSG00000025290.16_Rps24",1476.5991261674,-0.32924990811665,0.0902938027737541,-3.64642863632225,0.000265910281154017,0.0213889898327845
"ENSMUSG00000031594.9_Fgl1",1828.59926492797,-0.691548537317626,0.190201864166775,-3.63586624319968,0.000277048066820723,0.022049707718029
"ENSMUSG00000031826.20_Usp10",626.544886650314,0.278046225175799,0.0765022402847787,3.63448474372482,0.000278536738078504,0.022049707718029
"ENSMUSG00000040660.6_Cyp2b9",677.245397653943,-1.77929078743882,0.489675699647086,-3.63361054820808,0.000279482619508039,0.022049707718029
"ENSMUSG00000062006.12_Rpl34",389.000798682995,-0.32184051065316,0.0887186160976167,-3.62765476750719,0.00028600733582719,0.0224332846956083
"ENSMUSG00000030647.8_Ndufc2",272.562714513878,-0.30435923710378,0.084007712828032,-3.62299159038907,0.000291215293894963,0.0225792271835457
"ENSMUSG00000060459.13_Kng2",1746.43381971525,-0.27280086659839,0.0752727601376637,-3.62416451980071,0.000289897037367231,0.0225792271835457
"ENSMUSG00000038521.17_C1s1",2970.10615219269,-0.178896447942094,0.049410103185214,-3.62064509907011,0.000293869389084964,0.0226548110179728
"ENSMUSG00000029073.9_Cptp",117.264249082002,0.234525402787123,0.0648224201789612,3.61796739676869,0.000296925789105544,0.0227603739819483
"ENSMUSG00000029752.12_Asns",14.2057894803743,1.15220192311749,0.318683777898824,3.61550227223455,0.000299765845419471,0.0228482543534129
"ENSMUSG00000006378.13_Gcat",260.555920857835,-0.357537730354539,0.0990003373912229,-3.61147991790822,0.000304454663264538,0.022962183176694
"ENSMUSG00000045438.12_Cox19",136.591793124031,0.335376043913733,0.0928684789775648,3.61130113905229,0.000304664649664831,0.022962183176694
"ENSMUSG00000029189.10_Sel1l3",120.006272327572,0.433496107461642,0.120242517494657,3.60518156550494,0.000311934765794551,0.0230934697255765
"ENSMUSG00000036655.8_Colec11",156.939930931844,-0.303631368201491,0.0842184516453068,-3.60528319233724,0.000311812716956536,0.0230934697255765
"ENSMUSG00000036983.6_Tfb1m",48.9915040144669,-0.338920103560578,0.0940377472641544,-3.60408573600283,0.00031325364760066,0.0230934697255765
"ENSMUSG00000078202.3_Nrarp",8.83850852801059,-0.798526093235431,0.22153213194555,-3.60456104594208,0.000312680950142651,0.0230934697255765
"ENSMUSG00000021228.15_Acot3",412.216878356976,-1.03434002706014,0.287162607128339,-3.60193145411119,0.000315861659519901,0.0231591828727336
"ENSMUSG00000016763.14_Scube1",5.59088913225027,1.27270691701202,0.353801869405441,3.59723061709874,0.000321623308415281,0.0234541624531382
"ENSMUSG00000026127.13_Imp4",174.149188019908,0.192473257286672,0.0535336164877041,3.5953718413715,0.000323928566041013,0.0234952703465554
"ENSMUSG00000040441.10_Slc26a10",24.4509627043686,0.660489113184346,0.184055630497197,3.58852979069502,0.000332547999020464,0.0239914708812036
"ENSMUSG00000031489.15_Adrb3",45.5134306888349,-0.707969375879619,0.197582757471553,-3.5831536361747,0.000339470804860206,0.0243606416402608
"ENSMUSG00000020460.15_Rps27a",396.110327620664,-0.275875618321768,0.0770575142358131,-3.58012610525598,0.000343428428566323,0.024385225946254
"ENSMUSG00000036206.12_Sh3bp4",12.6581930388343,0.700828540677246,0.195731097937469,3.58056817778207,0.000342847867407804,0.024385225946254
